Plan	Expected NPV	Expected Cost	Investment Risk	Pareto?
{1=1,2,N, 2=A,B,C,D,E,F,H,I,J, 3=G,K,L,O, 4=M}	2076.63	1670.24	0.09267991728898646	No
{1=1,2,I,N, 2=B,D,K, 3=C,E,F,O, 4=A,G, 5=H, 6=J, 8=M, 10=L}	1293.12	1231.12	0.1295372069367672	No
{1=1,2,J,M,N, 2=A,F,H,I,K,L, 3=C,D, 4=E,O, 5=B,G}	2049.48	1310.71	0.09478651159074135	No
{1=1,2,M, 2=A,B,D,F,H,L, 3=C,E,I,J, 5=G, 6=O, 7=K,N}	1729.18	1369.22	0.10820695806724483	No
{1=1,2,M, 2=D,H,J, 3=B,E,F,N, 4=A,C,I, 5=G, 6=K,O, 8=L}	1411.13	1241.36	0.12439072579441102	No
{1=1,2,A,I,M,N, 2=B,D, 3=F,K,L,O, 4=C,G,J, 5=E,H}	1911.43	1246.64	0.09954700371376513	No
{1=1,2,J,M, 2=B,D,E,F,I,K,N, 3=A,H,L,O, 4=C,G}	2153.52	1566.39	0.09087700919103033	No
{1=1,2,I,J,M, 2=A,B,D,F,L, 3=E,G,K,N,O, 5=H, 7=C}	2093.22	1512.22	0.09385016375784558	No
{1=1,2,I,J, 2=A,D,E,F,H,K,M,N, 3=B,C,G,L,O}	2198.28	1746.64	0.08910316369555532	No
{1=1,2,A, 2=C,D,E,F,J,K, 3=B,L,M, 4=H,I, 9=G,N, 10=O}	1578.02	1375.8	0.11725148267661632	No
{1=1,2,J,M, 2=A,B,F,K,L,N, 3=D, 4=C,E,O, 5=I, 7=G, 9=H}	1823.91	1246.53	0.10427864223424568	No
{1=1,2,J,M, 2=A,B,F,N, 3=D,L, 4=C,E,K,O, 5=I, 7=G, 9=H}	1676.28	1265.12	0.11071827382599181	No
{1=1,2,M, 2=C,D,E,H,I,L, 3=F,K, 4=A, 5=J, 6=B,O, 7=N, 8=G}	1658.27	1210.08	0.11265856892744007	No
{1=1,2,I,M, 2=B,C,D,E,F,H,J,L, 3=A,G,K,N, 6=O}	2146.88	1613.77	0.09137431121218713	No
{1=1,2,N, 2=A,B,D,F,H,I,J,L,M, 3=C,E, 4=K,O, 6=G}	1998.87	1462.76	0.09615129103293431	No
{1=1,2,I,N, 2=B,D,E,F,H,K,L, 3=O, 4=A,C,G, 6=J, 8=M}	1820.03	1393.1	0.1026112343425542	No
{1=1,2,A, 2=D,E,F,H,I,J,L,M,N, 3=C,G,K,O, 4=B}	2130.2	1663.74	0.0916377450552557	No
{1=1,2, 2=B,C,D,E,F,I,L,N, 3=A, 4=G,M, 7=H,K, 8=J,O}	1444.77	1223.57	0.12364013468628215	No
{1=1,2,J,M,N, 2=B,D,H,I,L, 3=A,F, 4=C,G,O, 5=E,K}	1974.11	1185.46	0.09763255737753362	No
