Plan	Expected NPV	Expected Cost	Investment Risk	Pareto?
{1=F,H, 2=A, 3=B, 4=D,I, 5=C,E, 6=G,J}	5629.46	1400.35	0.04805040994887316	No
{1=F,H, 2=A,B, 3=D, 4=C,E,G,I, 5=J}	6063.98	1862.29	0.045983846202621595	No
{1=H, 2=B,D, 3=I, 4=A,F, 5=C,E, 6=J, 7=G}	5638.26	1368.22	0.048375580258711574	No
{1=H, 2=B, 3=A,I, 4=D,F, 5=C,G, 6=J, 8=E}	5550.06	1619.47	0.04861634847192891	No
{1=H,I, 2=B, 3=D,F, 4=A, 5=C,E, 6=J, 7=G}	5632.72	1260.57	0.04806321742400474	No
{1=H, 2=D, 3=F, 4=A,B, 5=C, 8=G,I, 9=E, 10=J}	5172.26	1233.09	0.05170426127407918	No
{1=H, 2=A,B,I, 3=D,F, 4=G, 5=C,E, 7=J}	5854.09	1521.37	0.04722456284060469	No
{1=F,H,I, 2=B,D, 3=E, 4=A, 5=C, 6=G, 7=J}	5901.05	1234.25	0.04704819088077673	No
{1=F,H, 2=I, 3=B, 4=A,D, 5=C,E, 6=J, 9=G}	5406.88	1355.68	0.04902656868346479	No
{1=F,H, 2=A,I, 3=B,D, 5=C, 6=E,G, 9=J}	5654.83	1491.27	0.04832193258979026	No
{1=H, 2=B,I, 3=A,D, 4=F, 6=C, 7=E, 8=G, 12=J}	5234.44	1232.64	0.050878737105018196	No
{1=F,H, 2=A,I, 3=B,D, 4=C,G, 5=J, 7=E}	5962.71	1740.5	0.0466392971508528	No
{1=F,H, 2=D, 3=A,B, 5=E, 6=G, 7=I, 8=C, 10=J}	5338.21	1285.9	0.05100685507988527	No
{1=F,H, 3=D, 4=B, 5=A,E,I, 6=C, 7=G,J}	5358.85	1284.15	0.050196392181640556	No
{1=H, 2=A,D,I, 3=B,F, 4=C,E, 6=G,J}	5886.1	1579.73	0.04695731430913024	No
{1=F,H, 2=B, 3=I, 4=A,D, 5=C,E, 6=G,J}	5653.38	1461.45	0.04792206518225047	No
{1=H,I, 2=B,D, 3=A,F, 4=C,G, 5=E,J}	6078.1	1679.32	0.046162571886505355	No
{1=F,H, 2=B, 3=A,D, 4=G,I, 5=C,E, 12=J}	5736.48	1508.73	0.04819534164916936	No
{1=F,H,I, 2=A,B, 3=D, 4=C, 5=E,J, 6=G}	5960.61	1294.27	0.04629766857176413	No
{1=H, 2=B, 3=A,D,F, 4=I, 5=C, 6=E,J, 9=G}	5434.4	1360.03	0.04905800963465012	No
{1=H, 2=A,F,I, 3=B,D, 4=C,E, 5=G,J}	5933.65	1628.35	0.04654771956725113	No
{1=H, 2=A,B, 3=D,F, 4=G,I, 5=C,E, 7=J}	5811.41	1560.11	0.04746108480304145	No
{1=F,H,I, 2=B, 3=A,D, 4=C, 5=E,G, 8=J}	5922.88	1438.65	0.046750060072463503	No
{1=F,H, 2=A,B,I, 3=D, 4=C,G, 5=E,J}	6079.13	1678.29	0.04594900713409529	No
{1=F,H, 2=A,D, 3=B, 4=I, 5=C, 8=G, 9=E,J}	5481.99	1235.11	0.04951016028384285	No
{1=H, 2=B,F,I, 4=A,D, 5=C, 6=E,G, 8=J}	5555.31	1495.08	0.04850951068980711	No
{1=F,H,I, 2=B,D, 3=A, 4=C,G, 6=J, 7=E}	6078.63	1619.74	0.04633631608087211	No
{1=F,H, 2=A,D, 3=B,I, 4=C,G, 5=J, 7=E}	6029.66	1673.54	0.04660085357952047	No
{1=F,H, 2=B,D, 3=A, 4=C,G, 5=E,I,J}	6074.23	1591.92	0.04633207498472758	No
{1=F,H, 2=A, 3=B,D, 4=C,I, 5=E,G,J}	5904.36	1655.52	0.04680434644496801	No
{1=F,H,I, 2=A,B, 3=D, 4=C, 5=E,J, 7=G}	5891.17	1293.96	0.046534740892114936	No
{1=H, 2=B, 3=A,D, 4=F,I, 5=C,G, 7=E, 12=J}	5490.68	1564.72	0.04950743521672623	No
{1=H, 2=B,I, 3=A,D,F, 4=C, 5=E,G, 6=J}	5872.01	1541.01	0.046901222055775224	No
{1=F,H,I, 2=A,B, 3=D, 4=C, 5=E,G,J}	6030.31	1549.0	0.046092029992048957	No
{1=H,I, 2=B,F, 3=A,D, 4=C,E,G, 5=J}	6057.3	1868.75	0.04596338548816047	No
{1=F,H, 2=D,I, 4=A,B, 5=C,E, 6=G, 8=J}	5675.57	1440.5	0.04853606501632151	No
{1=F,H, 2=B,D, 3=I, 4=A, 5=C,E, 6=G,J}	5828.98	1398.47	0.04752836811182635	No
{1=F,H, 2=A, 3=B,D,I, 4=G, 5=C,E, 7=J}	5851.64	1523.85	0.04738829186307543	No
{1=H, 2=B,D, 3=A,F,I, 4=E, 5=C, 6=G,J}	5804.84	1432.01	0.047508245797305476	No
{1=F,H, 2=A,I, 3=B,D, 4=C, 5=E,J, 7=G}	5807.9	1377.6	0.047036937653130426	No
{1=F,H, 2=B, 3=A,D, 5=C,E,G, 6=J, 8=I}	5735.76	1801.13	0.04798170444779117	No
{1=H,I, 2=A,B, 3=D,F, 5=C,E, 6=J, 7=G}	5691.9	1495.0	0.04768590333732876	No
{1=F,H,I, 2=A,B, 3=D, 4=C, 5=J, 6=E,G}	5933.42	1382.27	0.0464729707100061	No
{1=F,H, 2=D, 3=A,B, 4=C,G, 5=E,I, 7=J}	5960.28	1637.76	0.04703153307657147	No
{1=F,H, 2=A,B, 3=D,I, 4=G, 5=E, 6=C, 7=J}	5822.24	1377.14	0.0476082813660639	No
{1=F,H, 2=B,D, 3=I, 4=A, 5=C,G, 6=E,J}	5871.49	1550.27	0.047478332207926036	No
{1=F,H, 2=B, 3=A,D, 4=C,E,G, 5=I, 7=J}	5961.27	1805.37	0.046654094020108006	No
{1=F,H,I, 2=B,D, 3=A, 4=C,E,G, 5=J}	6186.77	1761.65	0.04565643391586287	No
{1=F,H, 2=B, 3=A,D, 4=C,E, 5=G,J, 8=I}	5881.43	1530.62	0.04697293436733227	No
{1=F,H, 2=D, 3=I, 4=B, 5=A,E, 6=C, 7=J, 8=G}	5421.15	1071.38	0.04999482503388278	No
{1=F,H, 2=B, 3=A,D,I, 4=C,E, 5=J, 7=G}	5846.13	1487.07	0.046784124480947084	No
{1=H, 2=A,D,I, 3=B,F, 4=C,E, 5=G,J}	5981.98	1580.79	0.04655863035899264	No
{1=F,H, 2=B,D,I, 3=A, 4=C,G, 5=J, 7=E}	6083.53	1641.12	0.04628776118206925	No
{1=H,I, 2=B, 3=A,D,F, 4=C,G, 5=E,J}	5989.56	1767.38	0.04632487573215465	No
{1=F,H, 2=B, 3=A,D, 4=G, 6=E, 7=I, 8=C, 10=J}	5424.27	1338.84	0.050359932362156856	No
{1=F,H,I, 2=A,B, 3=D, 4=C, 5=E,G, 7=J}	5978.36	1409.16	0.04643119460640393	No
{1=F,H,I, 3=A,D, 4=B, 5=C,E, 6=G, 7=J}	5663.54	1389.65	0.04824973609767865	No
{1=H, 2=A,F,I, 3=B,D, 4=C, 5=E,J, 7=G}	5766.98	1418.09	0.04720206683044042	No
{1=F,H, 2=B, 3=A,D, 4=I, 5=G, 6=C, 7=E, 12=J}	5520.55	1323.5	0.04954460869298916	No
{1=F,H, 2=A, 3=B, 4=D,I, 5=C,G, 6=E,J}	5671.97	1552.15	0.04800585553950404	No
{1=F,H,I, 2=D, 3=A,B, 4=C, 5=E, 6=G, 7=J}	5905.49	1301.75	0.04701305368311457	No
{1=H, 2=D, 3=A,B,F, 4=C, 7=I, 8=E,G, 9=J}	5427.54	1459.54	0.04971258017040043	No
{1=F,H, 2=B,D, 3=I, 4=A, 5=C,E, 6=J, 11=G}	5488.5	1310.52	0.04893996054956342	No
{1=H,I, 2=B, 3=A,D,F, 5=C,E,G, 6=J}	5801.33	1905.14	0.04739115354313104	No
{1=H, 2=A,F,I, 3=B,D, 4=C,E,G, 10=J}	5875.16	1922.9	0.047109578983335156	No
{1=F,H,I, 2=A,D, 3=B, 5=C,G, 7=J, 9=E}	5804.88	1629.81	0.04791767683354075	No
{1=F,H,I, 2=B, 3=A,D, 4=C, 5=E,J, 7=G}	5861.46	1323.45	0.04670884774496012	No
{1=H, 2=B,F,I, 3=A,D, 4=C, 5=E,G,J}	5938.4	1640.36	0.046539655366225695	No
{1=F,H,I, 2=A, 3=B,D, 4=C,E, 5=G, 7=J}	5943.89	1481.83	0.04661041789452306	No
{1=H, 2=A,D, 3=B,F,I, 4=C,E, 5=G, 7=J}	5908.44	1517.21	0.0470378296516558	No
{1=F,H, 2=B,I, 3=A,D, 4=C,E, 5=G,J}	6006.85	1555.1	0.04620436480283309	No
{1=F,H,I, 2=A, 3=B,D, 4=C,G, 6=J, 7=E}	5957.81	1719.13	0.046691893301161004	No
{1=H, 2=B, 3=A,D,F, 5=C,G, 7=I, 8=E, 9=J}	5516.56	1741.31	0.049300188631193634	No
{1=F,H, 2=B, 3=A,D, 5=C,E, 6=I, 8=G, 9=J}	5492.06	1424.38	0.04904151496665006	No
{1=F,H,I, 2=A, 3=B,D, 4=C,G, 5=E, 7=J}	5986.46	1719.13	0.04651755919576748	No
{1=F,H,I, 2=B, 3=A,D, 5=E,G, 7=C, 8=J}	5648.7	1500.85	0.048572136574175924	No
{1=F,H, 2=A,D, 3=B, 4=C,E,G, 5=I,J}	6069.48	1750.77	0.046325327282529444	No
{1=F,H, 2=A,D, 3=B, 4=C, 5=J, 6=G,I, 7=E}	5827.03	1297.47	0.0474923701055589	No
{1=F,H,I, 2=B, 3=A,D, 5=C,E,G, 8=J}	5830.92	1824.16	0.04736546274058644	No
{1=F,H, 2=A,D, 3=B,I, 4=C, 5=E,G,J}	6013.99	1565.69	0.04653518724908492	No
{1=H,I, 2=A,B,F, 3=D, 5=C, 6=E, 7=J, 8=G}	5610.76	1333.9	0.048164542541867736	No
{1=F,H,I, 2=B,D, 3=A, 4=G, 5=C,E, 6=J}	6041.1	1382.0	0.04659057637538401	No
{1=F,H,I, 2=A,B, 3=D, 5=C,E, 6=J, 7=G}	5773.03	1414.12	0.047326707983647395	No
{1=F,H, 2=B, 3=A,D,I, 4=C,G, 5=E, 9=J}	5924.47	1728.82	0.04691024371166578	No
{1=F,H, 2=A,B,I, 3=D, 5=C,E, 6=G, 7=J}	5795.42	1440.13	0.04739534276952709	No
{1=F,H, 2=A,D,I, 3=B, 4=C,E, 6=J, 7=G}	5897.8	1412.43	0.046851484689836895	No
{1=H,I, 2=B,F, 3=A,D, 5=C,E, 6=G,J}	5771.84	1572.15	0.047425894253020476	No
{1=F,H, 2=B, 3=A,D, 4=G,I, 5=C,E, 6=J}	5888.6	1508.73	0.047118266650791066	No
{1=H,I, 2=B, 3=D,F, 4=A, 5=C,E,G, 7=J}	5746.09	1641.12	0.04775947869896952	No
{1=H, 2=D, 3=A,I, 4=B,F, 5=G, 6=E, 8=C, 10=J}	5281.5	1248.13	0.0514670770773964	No
{1=F,H, 2=D, 3=A,B, 4=C,G, 5=E, 7=I, 10=J}	5842.28	1637.76	0.04779281408556769	No
{1=F,H,I, 2=D, 3=A,B, 4=C, 5=J, 6=E,G}	5930.26	1386.07	0.04684311035333341	No
{1=F,H, 2=A,D, 3=B, 4=C, 5=E,I,J, 6=G}	5902.15	1256.79	0.04701344811802265	No
{1=F,H,I, 2=B,D, 3=A, 4=C, 5=J, 6=G, 7=E}	5965.01	1260.91	0.04665023685279023	No
{1=F,H, 2=A,D,I, 3=B, 4=C, 5=E, 6=G, 7=J}	5913.93	1295.26	0.046972243859174666	No
{1=H,I, 2=A,B, 3=D,F, 4=C,E, 5=G,J}	5976.71	1585.1	0.04623792799803989	No
{1=H,I, 2=B, 3=A,F, 4=D, 5=E, 7=C,G, 8=J}	5341.36	1500.98	0.049746964834847855	No
{1=F,H, 2=B,D,I, 3=A, 4=C, 5=E,G,J}	6067.86	1533.26	0.04621984226371502	No
{1=F,H,I, 2=B, 3=A,D, 4=C,G, 5=E,J}	6070.69	1686.4	0.04599918317551197	No
{1=F,H, 2=D, 3=A,I, 5=B, 6=C, 7=E, 9=J, 11=G}	5110.33	1086.76	0.051870674213111916	No
{1=H, 2=A,D,I, 3=B,F, 4=C, 5=E,J, 6=G}	5884.75	1370.84	0.04697300155715399	No
{1=H,I, 2=A,D, 3=B,F, 4=C, 5=E,G,J}	5975.72	1604.19	0.04662391310246913	No
{1=H, 2=A,D,I, 3=B,F, 4=C, 5=J, 6=E, 8=G}	5719.74	1369.95	0.047707251707102175	No
{1=H, 2=D,I, 3=A,B, 4=F, 5=C, 6=G,J, 8=E}	5615.56	1317.99	0.04871559133118182	No
{1=F,H, 2=A,B, 3=D, 4=C,I, 5=G,J, 9=E}	5858.29	1453.39	0.04708890271573822	No
{1=H, 2=B,D, 3=F,I, 4=A, 5=C, 6=G,J, 8=E}	5666.64	1212.79	0.04842289468790665	No
{1=F,H, 2=B,I, 3=A,D, 4=C,E, 5=J, 7=G}	5867.71	1465.98	0.046653526661080136	No
{1=H,I, 2=A,B,F, 3=D, 4=C, 5=E,G,J}	5989.38	1589.48	0.046239308661387	No
{1=F,H, 2=B,D, 3=A, 4=E,G, 5=C,I, 7=J}	5957.85	1442.22	0.04707156941592173	No
{1=F,H, 2=A, 3=B,D,I, 4=C,G, 5=E,J}	5995.55	1761.64	0.04643149098413749	No
{1=F,H, 2=A,D,I, 3=B, 4=C, 5=E,J, 7=G}	5896.44	1291.28	0.04686984308240136	No
{1=H, 2=A,B, 3=D,F, 4=C,E, 5=G,I,J}	5891.7	1666.48	0.046751118981967155	No
{1=F,H,I, 2=B,D, 3=A, 4=C,E, 5=G, 8=J}	6038.95	1382.44	0.04638940221380546	No
{1=F,H,I, 2=A,B, 3=D, 4=C, 5=E, 7=G,J}	5839.22	1379.7	0.046885912392263515	No
{1=F,H,I, 2=A,D, 3=B, 4=C,G, 5=E, 6=J}	6100.78	1632.79	0.04618876084776457	No
{1=F,H, 2=B,D, 3=A, 4=C, 5=E,I,J, 8=G}	5796.61	1235.62	0.047351850928320005	No
{1=H,I, 2=B, 3=A,D,F, 4=C,E,G, 5=J}	6017.09	1909.25	0.046139611245145144	No
{1=F,H, 2=A,D, 3=B,I, 4=C, 5=E,J, 6=G}	5944.29	1310.96	0.0467535791771687	No
{1=F,H, 2=B,D, 3=I, 4=A, 5=C, 6=E,G,J}	5801.79	1442.66	0.047711577174399174	No
{1=F,H, 2=A,B,I, 3=D, 4=C, 5=E,J, 6=G}	5939.34	1315.65	0.04642739658058818	No
{1=F,H, 2=B, 3=A,D,I, 4=C,E, 5=J, 11=G}	5575.09	1487.17	0.04789109657986029	No
{1=H, 2=B,D, 3=A, 4=F,I, 5=G, 6=C, 7=E, 12=J}	5487.82	1164.48	0.049955584770913115	No
{1=F,H, 2=A,D, 3=B, 4=C, 5=E,J, 6=G,I}	5881.46	1278.59	0.04713082627734141	No
{1=F,H,I, 2=B,D, 3=A, 4=C, 5=E,J, 7=G}	5950.0	1256.84	0.04654630815872315	No
{1=H,I, 2=B,D, 3=A,F, 4=C,E, 5=G, 8=J}	5957.82	1441.97	0.046730491022791504	No
{1=F,H,I, 2=A, 3=B,D, 4=C,E, 7=G,J}	5804.75	1563.76	0.047067923801750115	No
{1=H, 2=B,D, 3=A,F, 4=C, 5=J, 8=G,I, 9=E}	5545.72	1343.84	0.04885212608130901	No
{1=F,H,I, 2=B, 3=A, 4=D, 6=E,G, 7=C, 8=J}	5464.75	1271.34	0.049262488710101866	No
{1=F,H,I, 2=D, 3=A, 5=B, 6=C, 7=E,G, 9=J}	5424.23	1159.92	0.05020162301922836	No
{1=F,H, 2=B,I, 3=A,D, 4=C, 5=G,J, 7=E}	5924.89	1460.09	0.046726513411618716	No
{1=F,H, 2=A,D,I, 3=B, 4=C, 5=J, 8=G, 9=E}	5720.0	1294.84	0.04784825533445082	No
{2=H,I, 3=D, 4=B, 5=F, 7=A,E, 8=C, 9=J, 10=G}	4649.23	1017.21	0.05531714047422957	No
{1=F,H, 2=A,D,I, 3=B, 5=C, 8=G, 9=E,J}	5524.67	1302.24	0.04925363447318168	No
{1=F,H,I, 2=D, 3=A,B, 4=C, 5=J, 6=G, 7=E}	5903.01	1301.83	0.04701828404441467	No
{1=F,H,I, 2=A,B, 3=D, 4=C,E, 5=G,J}	6057.84	1504.22	0.0459118810073273	No
{1=F,H, 2=A,B,I, 3=D, 4=C,E, 5=G,J}	6036.57	1525.6	0.046034136641037476	No
{1=F,H,I, 2=B,D, 3=A, 4=C,E, 5=J, 6=G}	6046.97	1378.31	0.046120584546943635	No
{1=H, 2=A,D, 3=B,F, 4=C, 5=E,I,J, 6=G}	5821.02	1337.07	0.047367861034416515	No
{1=F,H, 2=B,D,I, 3=A, 4=C,G, 5=E,J}	6137.96	1641.17	0.045959539515977324	No
{1=F,H,I, 2=A,D, 3=B, 4=C, 5=E, 6=G, 9=J}	5883.79	1273.89	0.04717309650759404	No
