Plan	Expected NPV	Expected Cost	Investment Risk	Pareto?
{1=3, 2=1,H, 3=F, 4=A,2,G, 5=C,4, 6=D, 7=B, 9=E}	6550.22	1183.34	0.054331189791265715	No
{1=3,H, 2=1,F,4, 3=A,2, 4=C,D, 5=G, 9=E, 10=B}	6838.35	1522.2	0.05384196708339074	No
{1=1,2,3, 3=A,H, 5=D,F, 6=G, 7=B,4, 8=C,E}	5693.62	1722.11	0.058062869377470336	No
{1=1,4,H, 2=A,3, 3=2, 4=F, 6=C,D,G, 8=E, 9=B}	6237.43	1561.47	0.05607090174788208	No
{1=1, 2=A,2,3, 3=B,H, 4=D,4, 5=E,F, 6=C, 7=G}	6893.48	1916.82	0.051717231064205706	No
{1=1,2,3, 2=F, 3=A,G,H, 4=B,4, 5=C, 6=D, 8=E}	7042.49	1494.05	0.05114686047615618	No
{1=1,2,3, 2=A, 3=F,H, 4=D,G, 5=B,4, 7=E, 9=C}	6371.17	1586.83	0.05259736438556712	No
{1=2,3, 3=1, 4=D,4, 5=A,F,H, 6=B, 7=E, 8=G, 9=C}	5271.78	1844.1	0.06073128793902817	No
{1=3,H, 2=1,2, 3=F, 5=A,D,4, 6=E,G, 9=B, 11=C}	5726.5	1473.97	0.05609556263323933	No
{1=1,2,4, 2=A,D,3, 3=E, 5=C,F, 6=G, 8=H, 9=B}	6196.98	1979.62	0.05589137930239725	No
{1=H, 2=1,2,4, 3=A,D,3, 4=F, 5=C,E, 6=G, 9=B}	7057.4	1754.27	0.05182091870133012	No
{1=1,2, 2=3,4, 3=A,F,H, 4=G, 5=B,C,D, 8=E}	6826.48	2183.38	0.05253516858391616	No
{1=1,3,H, 2=A, 3=F, 4=C,2,G,4, 5=B, 6=D, 9=E}	7166.84	1379.89	0.0518456649866561	No
{1=1,2,3, 2=A,4,H, 3=B,D,F, 4=G, 5=C,E}	7810.24	2209.66	0.047673024929004035	No
{1=1,2, 2=A,3,H, 3=4, 4=D,F, 5=G, 9=B,C, 10=E}	5548.01	1720.12	0.0588328906080269	No
{1=1,3, 2=A,2, 3=D, 4=4, 6=C,F,H, 7=B,E,G}	5713.14	2228.06	0.05902644249625858	No
{1=1,2, 2=A, 3=D, 4=B,3, 5=C,F,4, 6=E, 7=G, 10=H}	5816.73	1860.95	0.05864465219622446	No
{1=1,2,3, 2=A,F, 3=G, 5=C,4, 6=D, 8=E, 9=B, 10=H}	5458.87	1366.93	0.06089937785783213	No
{2=3, 3=2, 4=1,D, 5=A,H, 6=C, 7=B,F,4, 10=E, 15=G}	4538.04	1694.8	0.07267095597405174	No
{1=H, 2=2,3, 3=1, 4=A,D, 5=C, 6=B, 7=F,4, 11=E, 15=G}	5382.51	1126.78	0.06524223643399638	No
{1=1,2,3, 2=A,F, 3=B,H, 4=4, 5=C, 6=D, 7=G, 14=E}	6073.8	1553.44	0.058156113254714495	No
{1=1,3,4, 2=A,2, 3=H, 4=B,D, 5=F, 6=G, 8=E, 9=C}	5940.66	1829.25	0.05572954267796903	No
{1=1,2,3, 2=A, 3=B,D, 5=C,F,4, 6=E, 7=G,H}	6383.55	2001.92	0.05498685791237132	No
{1=1,2, 2=A,3,4, 3=C,F, 4=G,H, 5=D, 7=E, 11=B}	6598.7	1672.61	0.05530831065938882	No
{1=1, 2=A,2, 3=B,H, 4=4, 5=C,D, 6=E,3, 7=F, 15=G}	5975.01	1743.33	0.059508903809535676	No
{1=1,2,3, 2=4, 3=A,F, 4=G,H, 5=D, 6=C,E, 9=B}	6339.91	1812.33	0.05457256048306255	No
{1=1,3, 2=F,4,H, 3=A,2, 6=D, 7=G, 8=E, 9=B, 13=C}	4956.52	1362.34	0.06047225941294119	No
{1=1,3,H, 2=A,2,F,4, 3=B,G, 4=C, 6=D, 8=E}	7695.33	1533.72	0.04892784945951105	No
{1=1,2,3, 2=A,F, 3=G,H, 4=B, 5=D,4, 6=C,E}	7249.17	1583.84	0.049400058644393806	No
{1=3,H, 2=2, 3=1, 4=D, 5=F, 6=A,G, 7=4, 8=E, 13=B, 15=C}	4250.87	894.18	0.06558261865771647	No
{1=1,3,H, 2=A, 3=B,2,F, 4=4, 5=C,G, 6=D, 8=E}	7227.78	1391.04	0.050713112244632035	No
{1=1,3, 2=A,F,4, 3=G,H, 4=C,2, 5=B,D, 6=E}	7513.27	1591.83	0.04951515033417161	No
{1=1,3,H, 2=A,2,4, 3=B, 4=C,D, 5=F, 6=G, 8=E}	7277.51	1728.3	0.05136938020494197	No
{1=1,2,3, 2=F,H, 3=A,G, 5=D,4, 6=B,C,E}	7176.25	1949.55	0.049890380933689873	No
{1=1,2,3, 2=A,F, 3=G, 4=B, 5=C,4, 6=D, 8=E, 10=H}	5961.87	1306.74	0.05694297903532636	No
{1=H, 2=1,2,4, 3=A,D,3, 4=B,F, 5=E, 6=C,G}	7379.33	1629.57	0.04949506762433004	No
{1=1,2,3, 2=F,H, 3=A,G,4, 4=B,D, 5=E, 6=C}	7602.9	1716.92	0.04785905445804613	No
{1=3, 2=1,H, 3=F, 4=A,2,G, 5=4, 6=C,D, 7=B, 9=E}	6369.14	1393.14	0.05476650372466239	No
{1=1,2,3, 2=A,F, 3=G, 4=D, 5=C,4, 8=E, 9=B, 10=H}	5641.73	1402.82	0.059363376918968286	No
{1=1,2,3, 2=H, 3=A,F,4, 4=B,D, 5=C,E,G}	7493.41	2143.72	0.04923188838946361	No
{1=1,H, 2=2,3, 3=A, 4=D, 5=C,4, 6=B, 7=F, 11=E, 15=G}	5408.44	1254.75	0.0650018503112227	No
{1=H, 2=1,2,4, 3=D,3, 4=A,F, 5=E, 6=C,G, 7=B}	7040.75	1389.54	0.05118357204550938	No
{1=1,3,H, 2=A,F, 3=G, 4=C,2,4, 5=B,D, 8=E}	7588.38	1433.38	0.04940599325818789	No
{1=3,H, 2=1,F, 3=A,2,4, 4=C, 6=B,D,G, 8=E}	7094.64	1474.25	0.052306477228363235	No
{1=1,3,H, 2=A, 3=B, 4=2,F, 5=4, 6=C,D, 10=E, 15=G}	5846.66	1314.86	0.06023120523880821	No
{1=1,3,H, 2=A,2,F, 3=B,D,4, 4=G, 5=C,E}	8095.03	1925.06	0.046537907287967556	No
{1=1,3, 2=A,F,H, 3=2,4, 4=B,D, 5=C,G, 6=E}	7512.91	1641.82	0.04906610908436663	No
{1=3,H, 2=1, 3=A,2, 4=D,F, 5=C,4, 6=B,E, 15=G}	6385.84	1465.45	0.05678709852898379	No
{1=1,2,3, 2=A, 3=F,H, 4=C,D,G, 5=B,4, 7=E}	7269.56	1905.21	0.05086140719761646	No
{1=1, 2=A,3, 3=F,H, 4=C,2, 5=B,D,G, 9=4, 10=E}	6718.27	1693.11	0.05428955981852703	No
{1=1,3, 2=H, 3=A,2,F,4, 4=B,C, 6=D,G, 8=E}	7016.89	1732.8	0.05267292660675827	No
{1=1,3, 2=A,2, 3=F,H, 4=G, 5=B,4, 6=D, 9=E, 15=C}	4915.99	1427.9	0.058372166468571504	No
{1=1,3,H, 2=A,2,4, 4=B,F, 5=G, 6=C, 9=D, 13=E}	5925.51	1501.94	0.05849594069802876	No
{1=1,3,H, 2=A,2,4, 4=B,D,F, 5=C,E,G}	7583.72	2259.42	0.04894876044589487	No
{1=1,3,4, 2=A,2,F, 3=D,H, 4=B,E,G, 9=C}	7074.08	2259.28	0.04876542938154184	No
{1=1,2,3, 2=A,F,4, 3=B,G,H, 4=D, 6=C, 10=E}	6921.8	1871.38	0.05128510779076559	No
{1=2,3,H, 2=F, 3=1,G, 4=4, 6=A,D, 8=E, 13=B, 15=C}	4660.98	1113.15	0.060634859159039656	No
{1=2, 2=1,H, 3=A,D, 4=B,C,3, 5=F,4, 6=E, 7=G}	7250.11	1757.83	0.05148375086311419	No
{1=2,H, 2=1,3,4, 3=A,D, 4=B,E,F, 5=C, 6=G}	7690.79	2040.78	0.04859992721784778	No
{1=1,2,3, 2=A,F, 3=D,H, 4=B,4, 5=C,G, 6=E}	7436.26	1724.42	0.04936333865630539	No
{1=1,3,H, 2=A,2,F,4, 4=C, 6=D, 7=G, 8=B,E}	6836.26	1502.71	0.05389311272752443	No
{1=1,3,H, 2=A,2,F, 3=B, 4=D,4, 5=C,G, 6=E}	7782.87	1402.04	0.04795245268540607	No
{1=1,H, 2=A,2,3,4, 3=B,F, 4=D,G, 6=C,E}	7574.98	1753.72	0.04826587089079707	No
{1=1, 2=A,2,3, 3=B, 4=D, 5=C,H, 7=F,4, 11=E, 15=G}	5093.37	1803.45	0.06739117683292652	No
{1=3, 2=1,F,H, 3=G, 4=A,2, 5=B,4, 6=D, 7=C, 9=E}	6594.32	1088.4	0.05248802410470564	No
{1=1,2,3, 2=A, 3=4,H, 4=D, 5=F, 6=G, 8=E, 9=C, 11=B}	5243.9	1527.63	0.06115698778338896	No
{1=1,2,3, 2=F,H, 3=A,D,4, 4=E,G, 5=B, 9=C}	7104.5	1819.84	0.048797008003957656	No
{1=2,3, 2=1,D,4, 3=A,F,H, 4=G, 5=B,E, 8=C}	6961.21	2076.45	0.04995196379679694	No
{1=3, 2=1,F,H, 3=2,G, 4=A,D,4, 5=C, 7=B,E}	7189.97	1493.92	0.050368717330373305	No
{1=1,2,3, 2=A,F,H, 3=4, 4=G, 5=D, 6=C,E, 9=B}	6819.62	1653.81	0.05198757646199975	No
{1=1,3,H, 2=A, 3=F, 4=C,2,G, 5=B,4, 6=D, 9=E}	7168.57	1211.1	0.05183138258132138	No
{1=1,3,H, 2=A,2,F, 3=B,G, 4=D, 5=4, 6=C,E}	7780.8	1496.43	0.0471469335511486	No
{1=1,2,3, 2=4, 3=F,H, 4=A,G, 5=B,D, 6=C,E}	6871.69	1850.91	0.05165468136461642	No
{1=3, 2=1,F,H, 3=2, 4=A,D, 5=C,G,4, 6=E, 7=B}	7145.82	1485.14	0.05088757055988694	No
{1=2,3,H, 2=1, 3=4, 4=A,D, 5=F, 6=G, 8=E, 9=C, 11=B}	5511.52	1285.7	0.059329761319593784	No
{1=1,3,H, 2=A, 3=B,F, 4=2,G,4, 6=C,D, 9=E}	7008.74	1428.91	0.05120609102775032	No
{1=1,4, 2=A,3,H, 3=2, 4=F, 5=B, 6=D,G, 8=E, 13=C}	5252.6	1315.39	0.05789660297951338	No
{1=3,H, 2=1,4, 3=A,2,F, 4=B,D, 6=E,G, 7=C}	7084.79	1659.37	0.05023666286093212	No
{1=1,3, 2=A,F,4, 3=G,H, 4=C,2, 5=B,D, 9=E}	7123.03	1591.8	0.051629141144471986	No
{1=2,3,H, 2=1,4, 3=A,F, 4=C, 7=G, 9=D, 10=B, 13=E}	5592.18	1265.37	0.06346121351556647	No
{1=1,H, 2=A,2,4, 3=3, 4=B,F, 5=D, 6=C,E, 7=G}	7006.82	1577.49	0.051438496502192316	No
{1=1,2,3, 2=A,H, 3=F, 4=D,G, 5=B,4, 7=E, 9=C}	6537.09	1449.1	0.05175714478044109	No
{1=1, 2=2,H, 3=D,3, 4=F, 5=G, 6=A,4, 13=B,E, 15=C}	3739.69	1402.56	0.07242527292959115	No
{1=1,3,H, 2=A,2,F, 3=G, 4=D, 6=B,C,4, 8=E}	7212.65	1553.42	0.049755489100066864	No
{1=1,H, 2=A,4, 3=2,3, 4=B,F, 5=C, 6=D, 7=G, 8=E}	6838.48	1294.48	0.053061039849009124	No
{1=1,3,H, 2=2,F, 3=A, 4=C,G, 5=D,4, 6=E, 7=B}	7520.76	1196.86	0.04987469146421777	No
{1=1,3,H, 2=A,2,F,4, 4=B,D, 5=G, 6=C,E}	7494.68	1922.72	0.04870909547062729	No
{1=1,2,3, 2=A,D, 3=F,H, 4=B,C,G,4, 5=E}	7820.85	2201.44	0.04824981069474193	No
{1=1,H, 2=A,2,3, 3=D,4, 4=F, 5=E, 6=C,G, 9=B}	6908.38	1429.95	0.051938571175571165	No
{1=1,H, 2=A,3, 3=B,2,F, 4=D,G,4, 6=E, 7=C}	7401.23	1606.27	0.04842465202462875	No
{1=2,3, 2=1,D,4, 3=A,F,H, 4=G, 5=B,C,E}	7499.91	2410.47	0.04901475682553535	No
{1=1,3, 2=A,F,H, 3=B,2,G, 4=D,4, 7=E, 8=C}	7125.44	1585.78	0.04891592605649051	No
{1=1,2,3, 2=A,F, 3=D,4, 4=B,H, 5=C,G, 6=E}	7269.85	1883.89	0.049980743929326055	No
{1=1, 2=A,2,3, 3=D,F,4, 4=E,G, 5=H, 8=B,C}	6410.52	1929.65	0.05248423403723436	No
{1=1,2,3, 2=F,4, 3=H, 4=A,D,G, 5=B,E, 6=C}	7210.34	1912.38	0.049792914594149675	No
{1=1,2,3, 2=A,F, 3=G, 4=4,H, 5=B, 6=D, 8=C,E}	6270.78	1471.69	0.05340709731229898	No
{1=2,3,H, 2=1,F, 3=A,G, 4=C, 5=D,4, 6=B,E}	7709.6	1175.36	0.048854535492852916	No
{1=H, 2=1,2,4, 3=A,D,3, 4=B,F, 5=C, 6=G, 9=E}	7037.19	1624.29	0.0519926033803572	No
{1=3,H, 2=1,F, 3=A,2,G, 4=B,D,4, 5=C, 7=E}	7695.7	1540.29	0.04810151194428606	No
{1=2,3, 2=1,H, 3=F, 4=A,D,G, 5=B,4, 7=E, 9=C}	6471.63	1497.89	0.052206610105520516	No
{1=1,2, 2=A,3,H, 3=D, 4=F, 5=G, 6=C,4, 7=E, 10=B}	6469.09	1417.7	0.054262636065496354	No
{1=1,3, 2=A,4, 3=F,H, 4=C,2, 5=B,D, 6=G, 8=E}	6873.87	1734.84	0.053315451024447486	No
{1=1,3,H, 2=2,F,4, 3=A,D,G, 5=C,E, 9=B}	7541.57	1894.01	0.04894614808524116	No
{1=2,3,H, 3=1,F, 4=A, 6=C, 7=B,G, 8=4, 9=D, 13=E}	5502.61	1057.02	0.06202365111845389	No
{1=1,2,3, 2=A,F, 3=G,H, 4=D, 5=B,4, 7=E, 9=C}	6573.46	1421.62	0.05122948038751974	No
{1=1,2,3, 2=A,4,H, 3=D,F, 4=C, 5=B,G, 10=E}	7047.89	1766.22	0.05256436988170434	No
{1=1,3,H, 2=A,2,F,4, 3=B,D, 4=C,E,G}	8410.93	2158.4	0.04595384175809969	No
{1=2,H, 2=3, 3=1, 4=F, 5=G,4, 6=A,D, 8=E, 10=C, 13=B}	5104.68	979.37	0.061601285617713775	No
{1=1,3,H, 2=A, 3=F, 4=C,2, 5=B,4, 6=D, 9=E, 15=G}	6244.35	1092.98	0.05883483569250882	No
{1=1,H, 2=A,2,3,4, 3=B,D, 4=F, 5=C,E,G}	7781.67	2067.45	0.048075401011253106	No
{1=1,3, 2=A, 3=B,H, 4=2,F,4, 6=C, 8=D, 10=E, 15=G}	5332.82	1522.2	0.06425637179503284	No
{1=1,3, 2=A,2,F, 3=G, 5=C,4, 6=D, 8=E, 9=B, 10=H}	5461.44	1364.36	0.06086590666363655	No
{1=2,3,H, 2=1, 4=F, 5=A,D,G,4, 6=C,E, 7=B}	6776.11	1727.74	0.05258815382831271	No
{1=1,2,3, 2=A,D, 3=F,4,H, 4=C,E,G, 5=B}	7851.33	2307.8	0.04812491893505586	No
{1=1,3, 2=H, 3=A, 4=2,F, 6=C,G, 7=4, 8=B,D, 10=E}	5710.46	1275.8	0.05986708911515543	No
{1=3,H, 2=1,2,F, 3=4, 4=G, 5=D, 6=A,E, 13=B, 15=C}	4922.72	1196.93	0.058621674568660125	No
{1=1,2, 2=A,3,H, 3=4, 4=F, 5=G, 6=D, 8=E, 10=B,C}	5350.56	1279.96	0.059293286702970266	No
{1=1,4,H, 2=A,2,3, 3=D, 4=F, 5=C,E,G, 9=B}	7173.28	1865.19	0.05108170819190186	No
{1=1,3,4, 2=A,2, 3=F,H, 4=B,D,G, 6=C, 9=E}	6744.57	2052.1	0.05236050893457464	No
{1=1,2, 2=A,3,H, 3=C,D, 4=B, 6=F,4, 7=E,G}	7224.32	1729.66	0.05225698634418891	No
{1=1,2, 2=A,3,H, 4=B,F, 5=C,G, 6=D,4, 8=E}	6845.33	1559.64	0.05268003305831722	No
{1=3, 2=1,4, 3=A,F,H, 4=C,2,G, 5=B, 6=D, 9=E}	6798.27	1715.08	0.05369083424537023	No
{1=1,3,H, 2=A, 3=B,F, 4=2,4, 5=C,G, 6=D, 9=E}	7101.53	1168.06	0.05145888997635286	No
{1=1,3, 2=A,F,H, 3=2, 4=B,D,4, 5=C,E,G}	7647.63	2060.94	0.048409781875315826	No
{1=1,2,3, 2=F,4,H, 3=A,D, 4=G, 5=E, 6=B, 7=C}	7220.21	1685.66	0.04916562148091964	No
{1=1,H, 2=2,3,4, 3=D, 4=E,F, 6=G, 7=A, 8=B,C}	6615.53	1583.24	0.05236543478333046	No
{1=1,3,H, 2=A, 3=B,F, 4=C,2, 5=4, 6=D, 9=E, 15=G}	6450.36	1241.71	0.05738027748329465	No
{1=1,2,3, 2=D,H, 3=A,F,4, 4=C, 5=B,E,G}	7760.27	1958.66	0.04880880916227322	No
{1=1,2,3, 2=A,F, 3=C,H, 4=B,4, 5=D,G, 6=E}	7619.31	1621.05	0.04984040040126398	No
{1=1,2,3, 2=A,D, 3=F,H, 4=B,C,G,4, 8=E}	7426.4	2201.44	0.0501465693142355	No
{1=1,3,H, 2=A,2,F, 3=G, 4=4, 5=D, 8=E, 13=B, 15=C}	4883.93	1249.54	0.05853361150700138	No
{1=2,H, 2=3, 3=1,4, 4=F, 5=G, 6=A,D, 8=E, 10=C, 13=B}	5101.21	1103.37	0.061649290777109525	No
{1=1,3,H, 2=A,2,F,4, 3=B,D,G, 4=E, 5=C}	8316.89	1929.43	0.04550192029594275	No
{1=3,H, 2=1,2,F,4, 3=A, 4=C,D, 5=G, 6=E, 10=B}	7226.06	1596.37	0.05157823426849603	No
{1=1,3, 2=A,F,H, 3=B,2, 4=C,D, 5=G, 6=4, 7=E}	7673.34	1683.94	0.049040958175156496	No
{1=2,3,H, 2=F, 3=1,G, 4=4, 5=D, 6=A,E, 13=B, 15=C}	5012.94	1071.92	0.057611623971944616	No
