Plan	Expected NPV	Expected Cost	Investment Risk	Pareto?
{1=2,I, 2=1,F, 3=B,E,K,M, 4=A,J, 5=C,D,L,N, 6=H,O, 9=G}	1329.31	1218.65	0.12977729844128744	No
{1=1,2,M, 2=A,D,F,J,K, 3=B,C,E,H,L,N,O, 4=I, 5=G}	1992.36	1664.49	0.09421485948458898	No
{1=1,2,A,I,M, 2=B,F,J,L,N, 3=D, 4=E,G,H,K, 5=C,O}	1953.2	1380.2	0.0963948603512386	No
{1=1,2,I, 2=F,J, 3=A,B,D,E,H,K,M, 4=C,N,O, 5=G, 7=L}	1625.62	1568.57	0.10810168034391049	No
{1=1,2,I,M,N, 2=C,D,J, 3=H,O, 4=A,B,F,K, 6=E,G,L}	1649.27	1308.51	0.10745025009340146	No
{1=1,2,A,I, 2=C,D,E,F,L, 3=N,O, 4=J, 6=H, 7=B,K, 8=M, 9=G}	1364.33	1045.27	0.1265556413916126	No
{1=1,2,I, 2=F, 3=A,D,G,J,K, 5=E,O, 6=L,M, 7=B,C,H,N}	1211.92	1205.63	0.1394147785974631	No
{1=1,2,I,M, 2=A,C,D,J,K,N, 3=E, 4=F,H, 6=L,O, 7=B,G}	1626.2	1262.31	0.10906546847979995	No
{1=1,2,M, 2=D,E,F,H,N, 3=A,B,C,G,L,O, 4=I,J, 5=K}	1894.64	1410.58	0.09785767350606339	No
{1=1,2,I, 2=B,F,J, 4=A,C,E,G,H,K,M,N, 5=D,L, 6=O}	1533.01	1613.55	0.1151838739147198	No
{1=1,2, 2=D,F,H,J, 3=A,E,I,L,M,N, 4=B,C,G,K,O}	1812.19	1658.34	0.10138622272322771	No
{1=1,2,A, 2=D,E,F,H,I,K, 3=G,L,M,N, 4=B,J,O, 7=C}	1885.96	1451.26	0.098714168697632	No
{1=1,2,M, 2=A,B,C,D,F,H,L, 4=E,G,O, 6=I,J,K,N}	1673.43	1462.81	0.10823964837988038	No
{1=1,2, 2=A,C,D,F,H,J, 3=E,I,L,M,N,O, 4=G,K, 5=B}	1866.37	1529.43	0.09879023449825397	No
{1=1,2,A, 2=D,E,F, 3=G,I,L, 4=B,J,K,M,N,O, 6=H, 7=C}	1634.13	1524.3	0.11038097888982502	No
{1=1, 2=2,K,L, 3=A,D,E,H,M,N, 4=I, 6=B,C,F, 8=G,J, 9=O}	1242.11	1213.53	0.13895748019663334	No
{1=1,2,A,M, 2=D,F,J,K,N, 3=C,E,G,H,I,L,O, 4=B}	2078.34	1716.34	0.09124042957571465	No
{1=1, 2=2,B,C, 3=A,E,F,H,J,K,L,M,N, 4=D, 5=I,O, 6=G}	1680.15	1576.61	0.1071730010723138	No
{1=1,2,J,N, 2=B,C,D, 3=A,F,M, 4=E,H,O, 5=G,I,K,L}	1646.56	1357.74	0.10797829291033113	No
{1=1,2,I, 2=A,B,C,D,E,F,M,N, 3=G,J,K,L,O, 7=H}	2022.97	1713.08	0.09298714329326833	No
{1=1,2, 2=A,B,C,D,F,L,M, 3=G,H,I, 4=E,J,K,N,O}	1907.64	1564.19	0.09771077282538651	No
{1=1,2, 2=A,B,C,D,E,F,M, 3=G,H,I,J,L, 5=O, 6=N, 9=K}	1681.56	1526.71	0.10731518205325499	No
{1=1,2,M, 2=A,D,E,F,H, 3=B,C,G,I,K,L,N,O, 4=J}	2008.74	1731.94	0.09352437045649345	No
{1=1,2,J,N, 2=A, 3=D,F,K, 4=B,H,L, 5=C,E,G,I,M,O}	1528.26	1481.44	0.11517117721795654	No
{1=1,2, 2=B,D,F,K,M, 3=C,G,H,I,J,L,N,O, 4=E, 7=A}	1931.53	1706.51	0.0970874595606108	No
{1=1,2, 2=A,C,D,F,I,J,K,L,M,N, 4=B,E,G, 5=H,O}	1972.76	1564.56	0.09551896834476827	No
{1=1,2, 2=H, 3=D,F,J,K,L,M,N, 4=A,B,O, 5=C,E,G,I}	1593.67	1436.78	0.11239816418791469	No
{1=1,2,J, 2=B,C,M, 3=A,D,E,F,H,L, 4=K, 5=I,N, 6=G,O}	1719.47	1342.14	0.1058682197591975	No
{1=1,2, 2=E,J, 3=A,C,D,F,H,K,L,M,N, 4=B,G,I, 6=O}	1752.58	1605.66	0.10376692065979555	No
{1=1,M, 2=2,B,C,H,K, 3=A,D,E,F,J,N, 4=G,L, 5=I,O}	1852.39	1533.31	0.09925144753287501	No
{1=1,2,M, 2=A,B,C,D,F,J,K,L, 3=N, 4=E,I, 5=G,O, 6=H}	1951.42	1421.22	0.09628458392601141	No
{1=1,2,A,I, 2=C,F,H,J,K,M, 3=D,E,N, 4=G,O, 6=B,L}	1811.46	1451.19	0.10003167719270688	No
{1=I, 2=1,2, 3=A,E, 4=B,D,F,H,J,M, 5=C,G,L,N, 6=K,O}	1283.7	1364.31	0.1320935474981296	No
{1=1,2,M, 2=A,D,F,N, 3=C,E,H,J,L, 4=I,K,O, 5=G, 6=B}	1767.13	1412.92	0.10341507806762025	No
{1=1,2, 2=D,F, 3=A,C,H,J,K,M,O, 4=B,E,G,I,L,N}	1717.55	1752.5	0.10504088867476838	No
{1=1,2,M, 2=A,D,E,F,H,I, 3=B,K,L,N,O, 4=C,G, 5=J}	1950.06	1521.87	0.09567645345912155	No
{1=1,2,I, 2=F,N, 3=B,C,D,E,G,H,M, 4=J,K, 6=L, 7=A,O}	1530.67	1484.73	0.11473681217583953	No
{1=1,2,J, 2=A,C,D,F,H,I,K,N, 3=B,G,L,M,O, 4=E}	2093.01	1667.14	0.09089782401475484	No
{1=1,2, 2=D,J,N, 3=B,C,L,M,O, 4=A,I, 5=E,F,H,K, 6=G}	1574.43	1407.38	0.11305365924085069	No
{1=1,2, 2=D,E,F,H,L,M,N, 3=G,O, 4=A,C,I,J, 5=B,K}	1823.41	1301.79	0.10139130567811509	No
{1=1,2,M, 2=F, 3=D,G,H,I,J,K,L,N, 4=A,O, 5=E, 7=B,C}	1662.13	1453.93	0.10989660705419595	No
{1=1,2,M,N, 2=L, 3=A,C,D,E,F, 4=G, 5=B,H,O, 6=I,J,K}	1514.73	1207.74	0.11729802848406845	No
{1=1,2, 2=E,F,H,I,L, 3=A,B,D, 4=C,J,K,M, 5=G,N, 6=O}	1701.01	1412.69	0.10723180073519019	No
{1=1,2, 2=D,F,K, 3=B,C,E,G,H,I,J,L,M,N,O, 4=A}	1934.96	1927.91	0.09657182169399882	No
{1=1,2,N, 2=D,F, 3=A, 4=B,E,O, 6=C,G,I,J, 7=H,K,L,M}	896.77	1398.65	0.17496657948675082	No
{1=1,2,I,N, 2=D, 3=A,E,F,K, 4=B,C,J,O, 5=G, 6=H,L,M}	1455.72	1353.28	0.11754421597329652	No
{1=1,2,N, 2=B,D,F,H,J,M, 3=E,I, 4=C,G,K,L,O, 6=A}	1839.79	1537.95	0.09992731564887994	No
{1=1,2, 2=H,L,M, 3=D,E,F,I, 4=A,C,G,J,N,O, 5=B,K}	1680.68	1397.9	0.10817803847910255	No
{1=1,2,A,I,M, 2=C,D,F,J, 3=N, 4=E,G,H,K,L, 6=B, 8=O}	1718.61	1502.44	0.10559415727713979	No
{1=1, 2=2,M, 3=B,C,D,E,I, 4=A,F,J,K,L,N,O, 5=H, 6=G}	1546.42	1631.84	0.11431542560735476	No
{1=1,2, 2=D,F,H,L,N, 3=B,E,M,O, 4=A,G,I,J, 6=K, 8=C}	1664.68	1348.86	0.10944038287459971	No
{1=1,2, 2=A,C,D,F,N, 3=B,E,G,H,I,J,K,L,M,O}	1952.82	1992.47	0.09537853473454008	No
{1=1,2,J, 2=E,H,L, 3=A,B,C,D,F,I,K, 4=G,M,N,O}	1928.43	1549.75	0.09683619285997644	No
{1=1,2, 2=E, 3=A,C,D,H, 4=B,M, 5=I,J,L,N, 6=F,K,O, 8=G}	1129.12	1282.87	0.1464506720868751	No
{1=1,2,A,M, 2=B,C,D,E,F,H,I,N, 3=J,K,O, 4=G,L}	2065.05	1645.54	0.09083986201172665	No
{1=1,2, 2=B,C,H,I,K,L, 3=A,D,E,F,J, 4=N, 6=G,M,O}	1758.37	1482.5	0.10377355975166011	No
{1=1,2, 2=A,B,C,D,M,N, 3=E,F,H,I,J,L,O, 7=G, 9=K}	1628.47	1647.17	0.10955793060855287	No
{1=2, 2=1,I, 3=A,C,D,E,F,H,K,N, 5=J,O, 6=B,G,M, 8=L}	1199.87	1450.54	0.13633184178261437	No
{1=1,2, 2=A,B,C,D,F,K,L,N, 4=E,M,O, 5=G,H,J, 6=I}	1738.4	1398.34	0.10478021495149731	No
{1=1,2,N, 2=B,C,D,E,I,J,K,L, 3=A,F,H,O, 4=G, 7=M}	1984.84	1534.55	0.0936279214948989	No
{1=1,2,M, 2=A,E,F,H,I,L,N, 3=B,C,D, 4=J,K, 5=G, 7=O}	1865.72	1314.4	0.0996470214429882	No
{1=1,2,M, 2=C,E,F,H,L, 3=B,D, 4=A,G, 5=O, 6=I,J,K,N}	1619.52	1245.97	0.11141008217930647	No
{1=1,2,A,M, 2=B,D,E,F,J,K,N, 3=C,G,H,I,O, 4=L}	2109.51	1720.93	0.08960315798988218	No
{1=1,2, 2=B,D,M, 3=C,I,J,N,O, 4=E,F,L, 5=H,K, 6=G, 7=A}	1568.26	1267.96	0.11342818470656961	No
{1=1,2, 2=C,D,E,F,I,J,K,L,M,N, 3=B, 5=A,G,O, 6=H}	1970.35	1608.04	0.09571877568240096	No
{1=1,2,I,J, 3=A,C,D,E,F,K,N, 5=H, 6=B,G,M,O, 8=L}	1305.98	1547.51	0.12819106883893147	No
{1=1,2, 2=A,B,D,F,J,K,L,M, 4=C,E,I,N, 5=G,O, 6=H}	1858.51	1494.99	0.10018062050852727	No
{1=1,2,A,M, 2=D,F,J,K,N, 3=C,E,G,H,I, 4=B,L,O}	1993.17	1559.5	0.09369985522246314	No
{1=1,2,M, 2=A,D,J,N, 3=C,E,L, 4=F,I,K,O, 5=H, 6=B,G}	1690.94	1312.79	0.10704549189954456	No
{1=1,2,M, 2=C,D,E,F,H,N, 3=A,B,G,L,O, 4=I,J, 5=K}	1914.69	1390.33	0.09698983254859737	No
{1=1,2, 2=B,D,M, 3=A,C,I,J,N,O, 4=E,F,L, 5=H,K, 6=G}	1622.72	1316.98	0.10987880664872325	No
{1=1,2,J, 2=C,D,F,H,I,K, 3=G,L,M, 4=A,E, 5=O, 7=B,N}	1825.94	1334.05	0.1019797159018066	No
{1=1,2,A,M, 2=B,C,D,E,F,H,I,J,N, 3=O, 4=G,L, 5=K}	2014.6	1605.91	0.09255515338100413	No
{1=1,2,J,M, 2=B,D,E,F,H,I,L, 3=A,C,G,K,N,O}	2221.95	1723.32	0.08718424275332773	No
{1=1,2, 2=A,B,D,F,H,J,K, 3=E,I,L,M,N,O, 4=C,G}	2002.41	1709.65	0.09383915438859866	No
{1=1,2,I,M,N, 2=L, 3=A,C,D,E, 4=F,H, 5=B,O, 6=J,K, 7=G}	1560.13	1014.65	0.11429862939296494	No
{1=1,2,J,M,N, 2=B,F,K, 3=A,D,H,I,L, 4=E,O, 5=G, 6=C}	1957.29	1373.24	0.09615079251642854	No
{1=1,2, 2=A,B,C,D,J,K,L,N, 3=F, 4=E,H,I,M,O, 5=G}	1899.19	1575.68	0.09758515685512545	No
{1=1,2,M, 2=A,B,D,I,K,L, 3=C,J,N, 4=E,F, 5=H,O, 6=G}	1894.47	1205.07	0.0985068340966597	No
{1=1, 2=2,K,L, 3=A,C,M,N, 4=D,F,I, 5=B,G, 6=H, 7=E, 8=J, 9=O}	1246.55	1015.63	0.13821043592236654	No
{1=1,2,A,M,N, 2=D,E,F, 3=B,H,I,K,L, 4=C,G,J, 7=O}	1872.72	1444.29	0.09879622445217441	No
{1=1,2, 2=A,B,D,E,F,H,J,L,N, 3=I, 6=C,G,O, 7=K, 8=M}	1529.18	1358.76	0.11533892701899089	No
{1=1,2,A, 2=C,D,E,F,H,J,K,N, 3=L,M, 4=I, 5=G, 6=O, 7=B}	1822.98	1462.26	0.10090006387563467	No
{1=1,2, 2=B,C,I,J,K,M, 3=A,D,E,F,H,L, 4=G, 5=N, 6=O}	1907.5	1630.53	0.09754013829439512	No
{1=1,2,A,J,M, 2=C,D,E,K,N, 3=F,O, 4=H,L, 5=G, 6=I, 10=B}	1771.04	1284.1	0.1032288849783976	No
{1=1,2,A,I,M, 2=C,E,F,H,J,K,N, 3=D,G, 4=B, 6=L, 9=O}	1846.33	1511.91	0.09871504294637588	No
{1=1,2,M, 2=B,D,E,F,H, 3=A,C,G,K,L,N,O, 4=I,J}	1997.25	1604.16	0.09393372078363843	No
{1=1,2, 2=B,M, 3=C,D,I,J,N, 4=E,F,L,O, 5=H,K, 6=G, 8=A}	1497.97	1324.53	0.11794072249767455	No
{1=1, 2=2,H,L, 3=D,E,I,M, 5=K, 6=A,B,C,F,N,O, 8=G,J}	1150.74	1273.28	0.14817273089772723	No
{1=1,2,I,M,N, 2=D,E,J, 3=H,O, 4=A,B,F,K, 6=G,L, 7=C}	1671.22	1345.48	0.10665777678440545	No
{1=1,2,A,N, 2=B,D,E,F,J,L, 3=C,G,H,I,M, 4=K, 9=O}	1910.61	1514.8	0.09757762045595891	No
{1=1,2,J, 2=F,K, 3=A,D,G,I, 5=E,O, 6=L,M, 7=B,C,H,N}	1279.61	1137.56	0.13399026197686836	No
{1=1,2,A,I,M, 2=C,D,E,F,J,K,L,N, 6=H,O, 7=B, 9=G}	1844.55	1596.86	0.10100139640524262	No
{1=1,2,I, 2=C,D,F,L,N, 3=B,E,H,M,O, 4=G,J, 6=K, 10=A}	1760.11	1359.99	0.10434832648774207	No
{1=1,2,A,M, 2=B,D,E,H,I,J,K,L,N, 3=F, 5=C,G,O}	2096.34	1637.5	0.09099204143470441	No
{1=1,2,J,M, 2=A,B,C,D,F,H,I, 3=G,K,L,N,O, 4=E}	2138.28	1622.06	0.0894265007796952	No
{1=1,2, 2=E,F,H,L,M, 3=D, 4=A,G, 5=O, 6=C,I,J,K,N, 7=B}	1392.21	1261.91	0.12691950228565252	No
{1=1,2,I,M, 2=F,L,N, 3=A,B,D,G,J,K, 4=C, 5=E, 7=H,O}	1807.3	1390.08	0.10302141990389548	No
{1=1,2, 2=E,H,L, 3=A,B,C,D,F,I, 4=G,M,N,O, 6=J,K}	1611.38	1350.1	0.11100954691639058	No
{1=1,2,A,M, 2=C,F,J,K,L, 3=D,E,N, 4=G,I,O, 6=B,H}	1910.4	1261.89	0.09804476146878582	No
{1=1,2,M, 2=A,B,C,D,F,H,I, 3=J,K,N, 4=E,G,L, 5=O}	1919.3	1461.21	0.09656045596447477	No
{1=1,2,I,M, 2=A,B,C,D,F,J,N, 3=E,H,K,L,O, 4=G}	2120.91	1703.86	0.0894834480799572	No
{1=1,2, 2=B,C,D,F,K,L,N, 3=A, 4=E,M,O, 5=G,H,J, 6=I}	1724.21	1328.59	0.1055412658447373	No
{1=1,2,A,J, 2=C,D,E,F,H,L, 3=I,K, 4=B,G,M,N,O}	2000.03	1474.34	0.09393988142108849	No
{1=1,2,M, 2=A,C,D,I,J,N, 3=E,L, 4=F,H,K, 6=O, 7=B,G}	1675.54	1277.5	0.10800878551597806	No
{1=1,2, 2=A,B,C,D,F,J,K,L, 4=E,I, 5=G,M,O, 6=H,N}	1758.34	1342.57	0.10398781795785292	No
{1=1,2,A,M, 2=D,E,F,H,L, 3=C, 4=B,G, 5=O, 6=I,J,K,N}	1642.78	1296.35	0.10994539814263787	No
{1=1,2, 2=M,N, 3=E,F,H,L, 4=A,C,D,I, 5=B,J,K, 6=G, 7=O}	1400.82	1337.8	0.12457547361340034	No
{1=1, 2=2,C,L, 3=I, 4=D,F, 5=G,K, 6=A,B,H,N,O, 7=E, 8=J,M}	947.73	987.12	0.17237578139902085	No
{1=1,2, 2=D,F,I,J,K,L, 3=A,E, 4=B,C,G,N, 5=H,O, 6=M}	1772.1	1223.88	0.10359672029494736	No
{1=1,2,M, 2=A,D,F,K,L, 3=B,C,E,N,O, 5=G,H,J, 6=I}	1846.04	1390.42	0.10046031413685821	No
{1=1,2,A, 2=C,D,E,I,J,L, 3=F,H,M,N, 4=G, 7=B,K, 8=O}	1632.95	1346.73	0.11035999978616758	No
{1=1,2, 2=A,B,F,H,J,K,N, 3=C,D,L,M, 4=I,O, 5=E,G}	1864.85	1446.2	0.09896967430649009	No
{1=1,2,A,M, 2=D,F,J,K,N, 3=B,C,E,H,L, 4=I, 5=G, 6=O}	1938.48	1532.41	0.09628187953356548	No
{1=1,2, 2=A,B,C,D,E,H,I,J,K,L,M,N, 3=F, 5=G,O}	2102.41	1783.72	0.09042921319048082	No
{1=1,2,I, 2=D,E,F,H,J,L, 3=A,G,M,O, 4=C,K,N, 5=B}	1969.46	1375.9	0.09555581821588154	No
{1=1,2, 2=C,E,F,H,L,N, 3=B,D, 4=A,G, 6=I,J,K,O, 8=M}	1395.23	1298.89	0.12390415648098661	No
{1=1,2,A,J, 2=C,D,E,F,L, 3=G,H,K,O, 4=B,I,M,N}	2010.02	1462.47	0.09366800795867847	No
{1=1, 2=2,C,J,K,L, 3=A,I,M,N, 4=D,F, 5=B,G, 6=H, 7=E, 9=O}	1510.04	1066.77	0.11829879191826051	No
{1=1,2,M, 2=A,B,C,D,E,F,J,K,L,N, 3=G,H,I,O}	2229.5	1721.45	0.0867058849812287	No
{1=1,2,I, 2=B, 3=A,D,F,J,K, 4=E,G, 5=O, 6=C,L,M, 7=H,N}	1347.79	1199.29	0.12680684722478125	No
{1=1,2,I, 2=F,J,L, 3=D,G,M,N, 4=A, 5=E,O, 6=K, 7=B,C,H}	1495.18	1057.21	0.12037457103170686	No
{1=1,2,I,M, 2=A,B,E,F,K,L, 3=C,D,N, 4=J, 5=O, 6=H, 9=G}	1858.21	1282.99	0.10027359063598658	No
{1=1,2,J, 2=B,C,M,N, 3=A,D,E,F,H,L, 4=O, 5=I, 6=G, 7=K}	1690.14	1397.41	0.10685415019965265	No
{1=1,2, 2=A,B,C,D,E,J, 3=F,H,I,L,M,N,O, 4=G,K}	1938.76	1632.58	0.09555865946388191	No
{1=1,2,M, 2=B,D,E,F,H,I,N, 3=C,J,K,O, 4=G,L, 7=A}	1961.87	1626.05	0.09506859354407551	No
{1=1,2,A,I, 2=C,D,E,F,K,L,M,N, 3=J, 6=H,O, 7=B, 9=G}	1768.12	1464.1	0.104338378853469	No
{1=1,2,I,M, 2=D,N, 3=A,E,F,H,K,L, 4=B,C,G,J,O}	1883.6	1588.24	0.0982050351793589	No
{1=1,2,A,I, 2=C,F, 3=D,E,K,M,N, 4=J,O, 5=L, 6=B,H, 9=G}	1485.38	1323.26	0.11767314535488543	No
{1=1,2,M, 2=K,L, 3=A,D,E,H, 4=I, 5=O, 6=B,C,F,N, 8=G,J}	1378.96	1118.86	0.1275823998048064	No
{1=1,2,J, 2=E,L, 3=A,B,C,D,F,H,I,K, 4=G,M,N,O}	1907.02	1571.24	0.09763290642409683	No
{1=1,2,A, 2=D,E,F,H,I,K,L, 3=G,M,N, 4=B,J,O, 7=C}	1943.54	1399.44	0.09687712102516957	No
{1=1,2,A,M, 2=B,C,D,E,F,H,I,N, 3=G,J,K,O, 4=L}	2094.62	1736.09	0.08998436648256132	No
{1=1,2, 2=A,C,D,F,I,J,K,L, 4=B,E,N, 5=O, 6=G,H,M}	1718.34	1378.82	0.10579872142538194	No
{1=1,2,A,I, 2=C,D,F,H,L,N, 3=O, 4=E,G,J, 6=B, 7=K, 8=M}	1568.01	1213.96	0.11269446047174256	No
{1=1,2,A, 2=C,D,F,H,I,J,K,L,N, 4=E,G, 6=B,O, 8=M}	1750.91	1473.79	0.10387910136848892	No
{1=1,2,I, 2=A,C,D,J,L, 3=B,E,N,O, 4=F,H,K,M, 7=G}	1826.18	1470.45	0.10069256191925696	No
{1=1,2,A, 2=C,D,E,F,H,L, 3=N,O, 4=J, 6=I, 7=B,K, 8=M, 9=G}	1315.84	1089.47	0.13031290643840662	No
{1=1,2, 2=A,E,I,J,K,L,N, 3=B,C,D,F,H, 4=G, 7=M,O}	1795.45	1510.97	0.10163185498112773	No
{1=1,2,M, 2=A,B,E,F,I,K,L,N, 3=C,D,J, 5=G,H,O}	2013.15	1459.49	0.09399572001464801	No
{1=1,2,M, 2=A,D,E,F,H,I, 3=B,K,L,N,O, 4=G, 5=J, 6=C}	1911.9	1521.87	0.0974273893588018	No
{1=1,2,M, 2=A,B,C,D,E,H,I, 3=F,K,L,N,O, 5=G,J}	1967.66	1586.96	0.0944580738644212	No
{1=1,2,M, 2=A,B,C,D,F,K,L, 3=N, 4=E,O, 5=G,H,J, 6=I}	1836.94	1298.43	0.10073017609138031	No
{1=1,2,A,I, 2=C,D,E,F,H,J,K,M, 3=N, 4=G,O, 6=B,L}	1870.93	1634.34	0.09741988859631114	No
{1=1,2,J, 2=B,D,F,I, 3=C,L,M, 4=A,E,K, 5=O, 6=G,H, 7=N}	1685.77	1232.28	0.10808721884906143	No
{1=1,2,J, 2=A,B,C,D,E,H,K,L,N, 3=F,I,O, 4=M, 5=G}	2095.17	1513.07	0.090523398215854	No
{1=1,2, 2=E,F,H,L, 3=A,B,D, 4=C,G,K,M, 5=N, 6=I,J,O}	1553.62	1305.95	0.11513807062025481	No
{1=1,2, 2=A,B,C,D,E,H,J,L, 3=F,I,N,O, 4=K,M, 6=G}	1923.15	1422.41	0.09649458048807916	No
{1=1,2, 2=D,E,F,I,J, 3=G,H,L,M,N, 4=A,C,K, 5=B, 7=O}	1753.83	1398.29	0.1044550235194263	No
{1=1,2,A, 2=B,C,D,E,H,J,K,L,N, 3=F, 4=I,M,O, 5=G}	2016.23	1531.09	0.09297869268711058	No
{1=1,2,A,I,N, 2=C,E,F,L, 3=D, 4=B,J, 6=H, 7=K, 8=M, 9=G,O}	1285.53	973.39	0.1328259311373507	No
{1=1,2, 2=A,D,F,L, 3=B,C,E,H,N,O, 4=I,J, 5=G,M, 6=K}	1648.39	1245.0	0.10873281572919298	No
{1=1,2,M, 2=A,D,E,F,H, 3=B,G,L,N,O, 4=C,I,J, 5=K}	1874.2	1358.64	0.09882273690934075	No
{1=1,2, 2=A,E,F,H,I, 3=B,C,D, 4=J,K, 5=G, 6=L,M, 7=N,O}	1383.86	1278.2	0.12314216857167586	No
{1=1,2,I, 2=F, 3=D,E,G,J,K,N, 4=A, 5=O, 6=L,M, 7=B,C,H}	1314.12	1289.5	0.1301971170890544	No
{1=1,2,I,M,N, 2=D,E,F,J, 3=C,H,O, 4=A,B,K, 6=G,L}	1791.65	1367.06	0.100601692298586	No
{1=1,2,I,M, 2=A,D,E,F,J,K,N, 3=B,G, 4=C,H, 6=L,O}	1886.43	1459.35	0.09726422817161536	No
{1=1,2, 2=C,K,L, 3=A,M,N, 4=D,F,I, 5=B,G, 6=H, 7=E, 8=J, 9=O}	1264.09	997.89	0.13651978281744953	No
{1=1,2,J, 2=A,D,E,F,H,I,K,N, 3=B,L,M,O, 4=C, 9=G}	1945.07	1628.53	0.09631170496452801	No
