Plan	Expected NPV	Expected Cost	Investment Risk	Pareto?
{1=1,2,A,I, 2=C,F,M, 3=D,E, 4=B,G,K,N, 5=H, 7=J,L,O}	1378.01	1285.99	0.12377898053197914	No
{1=1,2,A, 2=K,L,N, 3=D,I, 4=C,E,F,O, 5=B,H,J, 6=M, 7=G}	1499.57	1171.11	0.11849067624826642	No
{1=1,A, 2=2,M, 3=C,J,L, 4=F,H,I, 5=D,E,N, 6=G,K, 8=B, 9=O}	1185.24	1065.58	0.14428838831761318	No
{1=1,A,N, 2=2,J,M, 4=D, 5=E,I,L, 6=C,F,K, 7=B,G,O, 8=H}	1043.51	1091.15	0.1597459418461958	No
{1=1,2,J, 2=N, 3=D, 4=A,C,E,F, 5=H,O, 6=B,M, 7=G,I, 8=K,L}	860.87	1014.22	0.18398899452744819	No
{1=1,2,J, 2=D,I,N, 4=B,H,M, 5=A,C,E,F, 6=G,K,L, 7=O}	1245.42	1306.91	0.1368985937175723	No
{1=1,A,I, 2=2,B,N, 3=C,M, 4=D,H,J,L, 5=F,K,O, 6=G, 11=E}	1337.22	1238.88	0.1290284466614899	No
{1=1,2, 2=D,F, 3=H,J,L, 4=N, 5=A,M, 6=B,C,E,G,O, 7=I, 8=K}	1066.47	1186.27	0.15940900458757334	No
{1=1,2,M, 2=D,H, 4=A,C,F,I,L, 5=J,K,N, 6=E, 7=B,G, 8=O}	1195.0	1233.79	0.1439641487766427	No
{1=1,2,M, 3=F,K, 4=E, 5=A,B,D,G,N, 6=L, 8=C,H,I, 10=J, 12=O}	695.06	1138.62	0.22994708619379764	No
{1=1,2, 2=K,L, 3=J, 4=D,F,H, 5=A,B,G,M,N, 6=I, 7=O, 8=E, 9=C}	1190.82	1131.5	0.14637279482107232	No
{1=1,A, 2=B,C, 3=N, 4=2,H,J,L, 5=D,F,I,M, 6=E, 8=K,O, 10=G}	960.59	1151.6	0.1691831598384008	No
{1=1,2, 2=C,L,M,N, 3=F, 4=B,H, 5=E,G,I,J, 6=A,D,K, 7=O}	1319.22	1123.43	0.13225509078941772	No
{1=1,2,J, 2=A,I,N, 3=C,E, 4=D,F,M, 5=B,K,L, 6=G, 7=O, 8=H}	1339.18	1213.97	0.12868701460183216	No
{1=1, 2=2,A,H, 3=F,K, 4=E,G,N, 5=B,D,J, 6=C,L, 7=M, 8=O, 9=I}	970.76	1204.14	0.16757836106515994	No
{1=J, 2=1,2,M, 3=I, 4=A,B,F, 5=C,D,K,N, 6=L,O, 7=H, 10=E,G}	968.21	1128.72	0.17077954534564485	No
{1=1,2,J, 2=D, 3=F,I,L, 4=E,G,N, 5=A, 6=B,C,O, 7=M, 8=H,K}	1167.9	959.79	0.14729424487593096	No
{1=1,2,N, 2=A,D,F, 3=B,C,I, 4=G, 5=E,J,O, 6=H,K, 7=L,M}	1169.77	1175.91	0.14075258841694668	No
{1=1,I, 2=2,J,N, 3=C,E,M, 4=D,F,L, 5=B, 6=G,O, 7=A,H, 8=K}	1274.82	1074.94	0.13432197870515641	No
{1=1,I,N, 3=2,B, 4=D,E, 5=A,H, 6=C,F, 7=G,J,M, 8=K,L,O}	663.77	1067.1	0.22709368279008416	No
{1=1,M, 2=2,H, 3=K, 4=D, 5=J, 6=A,C,E,F,N, 7=L,O, 8=B,I, 10=G}	763.2	1046.66	0.20977838840352991	No
{1=1,2,I,N, 2=D,F,L, 3=O, 4=C,K, 5=A,E,J, 6=B,G,M, 9=H}	1417.23	1030.73	0.1248428409448507	No
{1=1,2, 2=I, 3=L, 4=C,E,H,N, 5=B,F,K, 6=D,J, 7=O, 8=G,M, 9=A}	899.04	1074.69	0.18181204278471627	No
{1=1,2, 3=D,F,I, 4=A,L,M,N, 5=C,J,K, 6=B, 7=G, 10=E,O, 11=H}	785.65	1175.69	0.2065874861334579	No
{1=1,2,I, 2=E,K, 3=C,D,F,L, 4=A,M,N, 6=H,J,O, 8=B, 10=G}	1325.42	1181.75	0.13152268239437664	No
{1=1,2, 2=D,J, 3=E,F,N, 4=G,L, 5=A,C,K,O, 7=B,M, 8=H,I}	1135.7	1127.34	0.15047637609692804	No
{1=1,2, 2=C,N, 3=H,K, 4=B,D,F, 5=O, 6=A,L, 7=E,G,M, 8=I, 10=J}	794.16	1118.19	0.19984113460893216	No
{1=1,2,N, 2=A,D,I, 3=E,L,M, 4=F,O, 5=C,G,H, 6=K, 7=B,J}	1371.53	1007.01	0.12756518432978275	No
{1=1,2, 2=E,K, 3=A,B,C,F,N, 4=D,H, 5=I, 6=G,J,M,O, 7=L}	1214.41	1358.0	0.1369761180313273	No
{2=1,2,I, 3=B,M, 4=D,E,H,N, 5=F,L,O, 6=J,K, 7=C, 8=A,G}	1048.6	1171.69	0.15850700071085191	No
{1=1,N, 2=I, 3=2,B, 4=D,F,H, 5=A,G, 6=C, 7=J,M, 8=E,K,L,O}	641.93	1146.18	0.23552803616848744	No
{1=1,I,M, 2=2, 3=B,F,H, 4=A,C,D,G,L, 5=J,K,N, 6=E,O}	1470.67	1231.03	0.11982169171197202	No
{1=1,2,M, 2=F,J, 3=H,L, 4=E,K, 5=A,B,C,D,N, 6=I,O, 8=G}	1398.48	1175.56	0.1268798301266673	No
{1=1,2, 2=A,F,I,N, 3=C,M, 4=E,G,H,J, 5=B,D,L, 6=K, 12=O}	1215.81	1268.52	0.13876954336098077	No
{1=1,2,M, 2=C, 3=F,K, 4=D,E, 5=A,B,G,N, 6=L,O, 8=H,I, 10=J}	990.73	1077.8	0.16672999094486637	No
{1=1,A,M, 2=2,B,C, 3=J,K,N, 4=F,H,I, 5=D,E,L, 6=G,O}	1538.25	1226.84	0.11506654141093485	No
{1=1,2, 2=F,J, 3=H, 4=A,C,E, 5=B,D,G,I,L, 6=O, 8=N, 10=K, 11=M}	785.17	1217.73	0.20206694112532772	No
{1=1, 2=A,K,L, 3=2,B,I, 4=C,D,E,F, 5=H,M,O, 6=G,J,N}	1459.47	1155.97	0.12148571040031765	No
{1=2,A, 2=1,M, 3=L,N, 4=B,E, 5=H,K, 6=D,F,I, 7=G,J, 8=C,O}	1012.84	957.9	0.16449245591746292	No
{1=1,2, 2=A,C,I,M, 3=B,K, 4=D,L, 5=F,H,O, 6=E,G, 7=N, 12=J}	1179.44	1049.47	0.14304419365923707	No
{1=1,2,I, 2=F,H, 3=J,K, 4=E, 5=A,B,C,D,G,N, 6=L,M,O}	1290.87	1324.61	0.1316198029434223	No
{1=1,2,J, 2=D,E,N, 4=A,F, 5=G,H,O, 6=B,C,M, 7=I, 8=K,L}	968.12	1132.38	0.16732571017134618	No
{1=1,2,I, 2=A,J,M, 3=C,E, 4=D,F,L, 5=B,O, 6=G, 7=H,N, 8=K}	1333.89	1041.74	0.1296674506679154	No
{1=1,2,J, 2=D,N, 3=I, 4=B,H,M, 5=A,C,E,F, 6=G,K,L,O}	1245.13	1306.69	0.13692476688028626	No
{1=1,2, 3=B,D,F, 4=A,E, 5=G,H,L, 6=M, 7=C,J, 9=I,K,O, 10=N}	598.67	1016.74	0.2614257410908779	No
{2=2,N, 3=1,F,M, 4=D,G,K, 5=J, 6=C,E,H,L, 7=A,B, 8=I, 11=O}	815.71	1166.0	0.19777866316727627	No
{1=1,J,M, 2=2,H, 3=B,C,K, 4=D, 5=I, 6=A,E,F,N, 7=L,O, 10=G}	1184.05	1117.32	0.14284811459226196	No
{1=1,J,N, 2=2,M, 3=F, 4=D,G,H, 6=C,E,I,K, 7=A,B,L,O}	1066.11	1263.42	0.15626673341988362	No
{1=2,A, 2=1,I, 3=C, 4=F,M, 5=D,E,G,H, 6=N, 7=J, 8=B,O, 11=L, 12=K}	377.07	1086.2	0.3740342409497283	No
{1=1,2,J, 2=B,I, 3=A,F, 4=C, 5=D,E,H,L, 6=G,K,M, 8=O, 12=N}	1107.31	1196.97	0.15126026202710968	No
{1=1,2,J, 3=F,I,L, 4=E,G,N, 5=A,D, 6=B,C,O, 7=M, 8=H,K}	1082.77	919.85	0.15599529531413348	No
{1=1,2, 2=B,E,M, 3=D,F, 4=N, 5=L, 6=K, 7=A,I, 8=C, 9=G,H, 10=J,O}	714.92	906.76	0.224925450564396	No
{1=1,2, 2=B,H,J, 3=C,F, 4=I, 5=D,L, 6=E,M,N,O, 7=A, 10=K, 11=G}	850.65	1078.87	0.18999635557447153	No
{1=2, 2=1,E, 3=D,K,L, 5=A,C,F,N, 6=I,M, 8=G,O, 9=H, 10=J, 11=B}	697.73	1025.29	0.23131081773231096	No
{1=1,2, 2=C,N, 3=H, 4=B,D,F,L, 5=J,K,O, 6=A, 7=E,G,M, 8=I}	988.34	1239.48	0.167125046151018	No
{1=1,2,J, 2=E,N, 3=C,D,F, 4=A,H,M, 6=K, 7=L,O, 8=B, 10=G, 11=I}	908.18	1107.09	0.17925823724635237	No
{1=1,2, 2=B,M, 3=C,D,L,N, 4=F,I,J, 5=O, 6=H,K, 7=A,E, 8=G}	1268.85	1094.8	0.1371115528433666	No
{1=1,N, 2=C,K, 3=B,M, 4=2, 5=D,E,H,L, 6=A,I, 7=F, 8=J,O, 9=G}	995.0	1012.23	0.16474850685254697	No
{1=1,2,A,N, 2=D,M, 3=B,C,F,L, 4=H,I,J, 5=E, 6=G,K, 8=O}	1475.28	1168.47	0.12032785618544256	No
{1=1,2,I, 2=K,L, 3=A,C,D, 4=B,N, 5=H,M, 6=F,O, 7=G,J, 8=E}	1297.11	850.78	0.13437576992880737	No
{1=1,2,N, 2=M, 3=L, 4=A,D,E, 5=B,H,K, 6=F,I, 7=G,J,O, 8=C}	1051.12	1032.77	0.16018863977364226	No
{1=1,J, 2=2,B,K, 3=C,D,I,L, 4=F, 6=H,M,N,O, 7=A,E, 8=G}	1371.5	1181.4	0.12891368884091092	No
{1=1,2,N, 2=C,D,F, 3=E,I, 4=B,G, 5=J,O, 6=A,H,K, 7=L,M}	1164.93	1096.76	0.14178432160865212	No
{1=1,J, 2=2,H, 3=K,M, 4=D, 5=I, 6=A,C,E,F,N, 7=L,O, 8=B, 10=G}	911.6	1131.04	0.17904404975057744	No
{1=1,2, 2=D,I,J, 3=F, 4=A, 5=C,L,O, 6=E, 7=B, 8=G,N, 9=H, 10=K, 11=M}	620.04	849.22	0.25354182981247825	No
{1=1,2, 2=D,F, 3=H,J,L, 4=N, 5=A,I, 6=B,C,E,G,O, 7=M, 8=K}	1046.86	1169.37	0.16140057370597397	No
{1=1,2,I, 2=H,K, 3=A,C,D,L, 4=B,N, 5=M, 6=F,O, 7=G,J, 8=E}	1302.5	967.82	0.13302185522491097	No
{1=1,2,J, 2=B,K, 3=C,D,I,L, 4=E,F, 6=H,M,N,O, 7=A, 8=G}	1454.78	1195.22	0.12244455202920099	No
{1=1,2,M, 2=B,C,H,N, 3=E,F, 4=I,J,K, 5=A,D,G,L, 6=O}	1563.84	1319.03	0.11352025061666642	No
{1=1, 2=2,L,M, 3=D,E,F, 4=H, 5=G,I,J,N,O, 6=A,C,K, 8=B}	1286.98	1178.11	0.13678647065463026	No
{1=1,2,M, 2=E,H,I,N, 3=B,C,F, 4=A,L, 5=D, 6=G,J,K, 8=O}	1427.77	1201.79	0.12202660613632621	No
{1=1,2, 2=A,I,M, 3=K, 4=D,L, 5=B,C,F,H,O, 6=E,G, 7=N, 12=J}	1063.65	1155.48	0.15704421055422405	No
{1=1,2,N, 2=D,F,L, 3=G,K, 4=B,C,E, 5=H,I,J,M, 6=O, 7=A}	1529.9	1254.95	0.1178098329957496	No
{1=1,J,M, 2=2,L, 3=F, 4=C,I,K, 5=B,E,H,N, 6=D,G, 7=O, 9=A}	1423.68	1031.53	0.12619278089767866	No
{1=1,M, 2=2,K,L, 3=A,B,D, 4=E,F,N, 6=H,O, 8=C,G,J, 9=I}	1252.19	1007.01	0.14094506023041278	No
{1=1,2,N, 2=A,D,K, 3=C,F,M, 4=H, 5=E,L, 6=G,I, 7=B, 8=J,O}	1183.41	1053.1	0.14375551362143243	No
{1=1,2,I, 2=A,C,J,N, 3=B,D,M, 4=E,F,L, 5=O, 7=H, 8=G,K}	1388.56	1189.89	0.12463408173887083	No
{1=1,J,M, 2=2,A,B,C,L, 3=D, 4=F,I,K, 5=H,N, 7=E,O, 9=G}	1566.62	1079.37	0.11623420951720403	No
{1=1,J, 2=A,K,L, 3=2,B,I, 4=C,D,E,F, 5=H,M,O, 6=G,N}	1645.85	1167.29	0.11083892858509357	No
{1=1,2,I, 2=A,L,M, 3=C,E,K, 4=D,F, 5=B,O, 6=G,J, 7=H,N}	1514.02	1004.65	0.11827925514930218	No
{1=1,M, 2=2,K,L, 3=A,B, 4=E,F,N, 5=D, 6=H,O, 8=C,G,J, 11=I}	1149.71	885.66	0.15139068942445197	No
{1=A,N, 2=1,2, 3=D,I,M, 4=C,E,F,O, 5=H,J,L, 6=B, 7=G,K}	1212.93	1217.76	0.13889784529378116	No
{1=1,2, 2=C,I,M, 4=D,J,L, 5=F,H,O, 6=A,G, 7=E,N, 8=K, 9=B}	990.96	1056.74	0.167932316435806	No
{1=1,2,A,I, 2=K, 3=D,F,H,L, 4=N, 5=B,J,M, 6=C,E,O, 7=G}	1414.03	1214.69	0.12434945820087043	No
{1=1,2,A,I, 2=L,N, 3=D,H,K, 4=F,O, 5=B,E, 6=C,G,J,M}	1474.52	1110.78	0.12027026946647118	No
{1=1,2,A, 2=D,H,L,N, 4=F,I,O, 5=B,J,K, 6=C,E,M, 7=G}	1335.08	1253.15	0.13120532683202596	No
{1=1,I,M, 2=2, 3=C,E,K, 4=D,F,J, 5=B,L,N, 6=G,O, 7=A,H}	1390.4	1152.35	0.1258011709686576	No
{1=1,2, 2=E,L, 3=F,M,N, 4=A,D, 5=B,C,O, 6=K, 7=I, 9=G,H, 10=J}	973.72	899.77	0.17263982321879226	No
{1=1,J,M, 2=2,A,B,L, 3=C,D,E,F, 4=I,K, 5=H,N, 7=O, 9=G}	1684.14	1158.32	0.10961907432565113	No
{1=1,2,I, 2=H,K,L, 3=A,C,D,F, 4=B,N, 5=E,M, 6=O, 7=G,J}	1508.23	1075.57	0.11854219131478752	No
{1=1,2, 2=D,I,J, 3=F, 4=A,B, 5=L,O, 6=C,H, 7=E,G, 8=N, 10=K, 11=M}	741.2	827.25	0.21548708238542646	No
{1=1,2, 2=I,L, 3=A,C,D,F, 4=B,H,N, 5=G,M, 6=J,K,O, 8=E}	1268.83	1100.4	0.13663024855728187	No
{1=1,2, 2=B,J,M, 3=C,D,H,L,N, 4=K, 5=E,F,O, 6=I, 7=A, 8=G}	1476.27	1194.41	0.12094273370314867	No
{1=1,2,I,N, 2=C,D,L, 3=O, 4=F,K, 5=A,E,H,J, 6=B,G,M}	1490.67	1142.53	0.11908892702119138	No
{1=1,2, 2=A,C,I,M, 3=B,K,N, 4=D,L, 5=F,H,O, 6=E,G, 12=J}	1236.58	1095.32	0.13706238325083392	No
{1=2, 2=1,M, 3=A,C,D,L,N, 4=B, 5=H,K, 6=F,I, 7=G,J, 8=E,O}	1049.18	946.6	0.16026664928259401	No
{1=1,2,I, 2=K,L, 3=A,C,E,F, 4=B,N, 5=D,G,H,M, 6=O, 7=J}	1504.27	1187.08	0.11837089488208621	No
{1=1,2,I, 2=J,N, 3=A,C,E,M, 4=D,F,L, 5=B, 6=G, 7=H,O, 8=K}	1299.84	1130.35	0.13171410064694525	No
{1=1,2,I, 2=H,K,L, 3=A,C,D, 4=B, 5=M,N,O, 6=F, 7=G,J, 8=E}	1372.98	973.63	0.12819154433246688	No
{0=1,B,C,D,H,K,L,O, 1=2,M, 2=E,I,N, 3=F, 4=A, 5=G, 6=J}	775.53	636.41	0.15578443276564088	No
{1=1,2,J, 2=B, 3=D,I,L, 4=C,F,N, 5=A, 6=O, 7=E,M, 8=G,H,K}	1071.18	957.65	0.15795377035102226	No
{1=M, 2=1,2, 3=L,N, 4=C,D,F, 5=G,H, 6=A,I,O, 7=E, 8=B,J,K}	910.21	934.18	0.18249133840786477	No
{1=1,2, 2=A,C,H,L,N, 3=B,D,I, 4=E,F,J, 5=G,O, 6=K,M}	1532.58	1183.39	0.11601133940104504	No
{1=1,2, 2=E,M, 3=D,F, 4=B,N, 5=L, 6=A,K, 7=I,O, 8=C, 9=G,H, 10=J}	747.66	910.06	0.21606345268059454	No
{1=1,2,A,I, 2=K,L,N, 3=D,H, 4=F, 5=B,E,J,O, 6=C,G,M}	1528.03	1150.89	0.11690304532015436	No
{1=1,J, 2=2,K, 3=I,L, 4=C,D,F, 6=A,H,M,N,O, 7=E, 8=B,G}	1169.39	1144.5	0.14758865080768946	No
{1=1,2, 2=A,M, 3=C,E,L, 4=D,F,J, 5=B,H,O, 7=N, 8=K, 9=I, 10=G}	1041.44	1110.06	0.16203223829573893	No
{1=1,2,I, 2=A,J,M, 3=B,C, 4=D,F,L, 5=O, 6=G, 7=H,N, 8=E,K}	1247.51	1019.25	0.13736367194755278	No
{1=1,2,A, 2=D,I, 3=E,K, 4=F,L,M, 5=C,G,H,N, 6=O, 7=B,J}	1309.52	1165.25	0.13201002632799105	No
{1=1,2,I, 2=H,K,L, 3=A,C,D, 4=B, 5=M,O, 6=F, 7=G,J, 8=E,N}	1331.38	925.23	0.13177126289223148	No
{1=1,2,J, 2=F,K,L, 3=A,C,I, 4=B,E,G,H,N, 5=D,M, 6=O}	1712.93	1227.5	0.10730158771705543	No
{1=1,2,A,I, 2=L,N, 3=D,H, 4=F,J,O, 5=B,E, 6=C,G,K,M}	1415.5	1151.78	0.12439488663413702	No
{1=1,2, 3=A,L, 4=B,F,J,N, 5=C,D,H,M, 6=O, 7=E, 8=K, 9=I, 10=G}	776.89	1136.62	0.20863653671719293	No
{1=1,I, 2=2,N, 3=C,E,M, 4=D,F,L, 5=B,J,K, 6=G,O, 7=A,H}	1288.87	1218.53	0.1328766870434359	No
{1=1,2, 2=I,J, 3=D,F, 4=C, 5=A,E,H,L,O, 6=G, 7=B, 8=N, 10=K, 11=M}	758.26	1119.88	0.21003475803182015	No
{1=1,2,M, 2=D,I,J, 3=F, 5=B,C,L, 6=E,N, 7=G,H,O, 9=A, 10=K}	999.96	964.88	0.16892551302389372	No
{1=1,2,A, 2=J,L,N, 3=B,C,D,H, 4=E,F, 5=I,K, 6=G,M,O}	1515.98	1088.39	0.11761587355310997	No
{1=1,M, 2=C,L, 3=B,K, 4=2,H,I, 5=D,E, 6=A,N, 7=F,O, 9=G,J}	1186.11	829.85	0.14569318445466942	No
{1=1,2,J, 2=I, 3=D,F, 4=A,C, 5=E,H,L,O, 6=G,K, 7=B, 8=N, 11=M}	973.56	1052.82	0.16891079671589954	No
{1=1,2,N, 2=D,I, 3=E,L,M, 4=B,F,O, 5=C,G,H, 6=A,K, 7=J}	1399.2	1065.54	0.12565825713790654	No
{1=2,J, 2=1,A,M, 3=F,I,L,N, 4=B, 5=D,E,H, 6=C,G, 8=K,O}	1298.56	1081.34	0.13409795869082197	No
{1=1,J, 2=2,A,B, 3=D, 4=C,F,N,O, 5=L, 6=K,M, 7=E,I, 9=G,H}	1028.26	1022.5	0.1620581069517381	No
{1=1,2,J, 2=F,H,I, 3=D, 4=A,B,K, 5=C,E,L,O, 6=G,M,N}	1403.88	1219.77	0.124627744716978	No
{1=1,2,N, 2=A,D, 3=L,M, 4=F,J,O, 5=C,H, 6=K, 7=B,E, 9=I, 10=G}	1049.4	949.2	0.16202510855108565	No
{1=1,2,A,N, 2=D,M, 3=B,C,F,L, 4=G,H,I,J, 6=E,K, 8=O}	1503.58	1275.92	0.11846463263081883	No
{1=1,2, 2=H,L, 3=A,C,D,I, 4=B,K,N, 5=M, 6=F,O, 7=G, 8=E, 10=J}	1114.22	1010.1	0.15261214208755064	No
{1=1,2,A, 2=E,L,N, 3=B,C,D, 4=F,H,J, 5=G,I, 6=M,O, 8=K}	1382.7	1071.68	0.1264274917173059	No
{1=1,2, 2=B,E, 3=D,F, 4=N, 5=L,M, 6=K, 7=A,I,O, 8=C, 9=G,H, 10=J}	680.98	882.08	0.2336079439214301	No
{1=1,I, 2=2,J,N, 3=E,M, 4=C,D,F,L, 5=B, 6=G,O, 7=A,H, 8=K}	1255.05	1094.56	0.13625925876593167	No
{1=1,2,I, 2=C,H,K, 3=A,D,L, 4=B,N, 5=M, 6=F,O, 7=G,J, 8=E}	1322.46	947.58	0.13117577082418352	No
{1=1,2,J, 2=B,I,L,N, 3=C,E,F,H, 5=D,K,M, 6=G,O, 7=A}	1610.75	1335.28	0.1124996263113949	No
{1=1,M,N, 2=C,J, 3=B, 4=2,K, 5=D,E,H,I,L, 6=A,O, 7=F, 9=G}	1276.95	1155.31	0.1344574845779033	No
{1=2,A,I, 2=1,M, 3=F,L,N, 4=B,E,K, 5=D,J, 6=G, 8=C,O, 9=H}	1301.16	1075.3	0.1332174609695266	No
{1=1,J, 2=2,A,B,I, 3=D,L, 4=C,F,N,O, 5=H, 7=E,M, 8=G,K}	1256.69	1004.35	0.13727011695324776	No
{1=1,2, 2=B,C,H, 3=E,F,I,L, 4=K, 5=D, 6=M,N,O, 7=A, 9=G, 10=J}	1113.4	1050.42	0.15152910903149963	No
{1=1,2,M, 2=A, 3=F,L, 4=B,J,N, 5=D,E,H, 6=C,O, 8=K, 9=I, 10=G}	1000.2	1012.58	0.16839758522935175	No
{1=1,J, 2=C,K, 3=B,I,L, 4=2, 5=D,E, 6=A,H,M,N,O, 7=F, 9=G}	1291.25	1042.22	0.1344333950766366	No
{1=1,2,J, 2=A,F,M, 3=C,I,K,N, 4=E,G,H,L, 5=B,D, 6=O}	1665.78	1317.29	0.10857956539488742	No
{1=1,2,A,N, 2=E,K,L, 3=B,C,D,I, 4=F, 5=H,M, 6=G,J,O}	1623.71	1136.78	0.11096212770001782	No
{1=1,2,M, 2=A,B,C,L, 3=D,E,F, 4=I,J, 5=H,N, 6=K, 7=O, 9=G}	1500.67	1045.8	0.11968493243615325	No
{1=1,2,J, 2=A,B,I,L, 3=D,F, 4=C,N, 5=E,H,M, 6=G,K, 7=O}	1515.9	1050.36	0.1182486076268173	No
{1=1,I,M, 2=2,K,L, 3=D,H, 4=A,F, 5=B,E,J,N, 6=C,G,O}	1601.41	1086.62	0.11376763582737826	No
{1=1,2,I, 2=A,J,M, 3=C,D, 4=E,F,L, 5=B,O, 6=G, 7=H,N, 8=K}	1332.58	1043.12	0.13000882865574864	No
{1=2,A,J, 2=1,F,M, 3=E,G,I,L,N, 4=B,D, 5=H, 8=C,K,O}	1471.9	1168.12	0.1209943784434555	No
{1=1,2,A,N, 2=C,F,I, 3=E,G, 4=B,D,H, 5=O, 6=J,K, 7=L,M}	1238.15	1169.93	0.13309423201942275	No
{1=1,2,I, 2=K, 3=F,L, 4=A,B,M,N, 5=D,E, 6=C,H,J,O, 10=G}	1230.86	1131.14	0.13965152013049992	No
{1=1,I,M, 2=2, 3=A,C,E,L,N, 4=D,F,J, 6=B,G,O, 7=H, 8=K}	1343.56	1110.7	0.12961169561979766	No
{1=1,2,A,N, 2=D,M, 3=F,L, 4=C,H,I,J, 5=E, 6=B,G,K, 8=O}	1370.99	1175.66	0.12822019297108173	No
